vinregex,year,makemodel,vinchar1,vinchar2,vinchar3,vinchar4,vinchar5,vinchar6,vinchar7,vinchar8,vinchar9,vinchar10,vinchar11,vinchar12,vinchar13,vinchar14,vinchar15,vinchar16,vinchar17,make,model
19XFB2F81EE000987,2014,HONDA CIVIC EX,1,9,33,15,11,2,15,8,1,14,14,0,0,0,9,8,7,HONDA,CIVIC
2GNAXXEV1K6176554,2019,CHEVROLET EQUINOX L,2,16,23,10,33,33,14,31,1,20,6,1,7,6,5,5,4,CHEVROLET,EQUINOX
WDD2J5KB1KA010914,2019,MERCEDESBENZ CLS 450 BASE,32,13,13,2,19,5,20,11,1,20,10,0,1,0,9,1,4,MERCEDESBENZ,CLS
SALCR2RX2JH755337,2018,LANDROVER DISCOVERY SPORT HSE,28,10,21,12,27,2,27,33,2,19,17,7,5,5,3,3,7,LANDROVER,DISCOVERY
JTMBFREVXJJ749108,2018,TOYOTA RAV4 SE,19,29,22,11,15,27,14,31,33,19,19,7,4,9,1,0,8,TOYOTA,RAV4
1GCGTBEN3J1108694,2018,CHEVROLET COLORADO WT CREW CAB SHORT BOX,1,16,12,16,29,11,14,23,3,19,1,1,0,8,6,9,4,CHEVROLET,COLORADO
19XFC2F59GE021026,2016,HONDA CIVIC LX,1,9,33,15,12,2,15,5,9,16,14,0,2,1,0,2,6,HONDA,CIVIC
1C4HJXFN1KW534376,2019,JEEP WRANGLER RUBICON,1,12,4,17,19,33,15,23,1,20,32,5,3,4,3,7,6,JEEP,WRANGLER
1GYKNDRS8KZ159895,2019,CADILLAC XT5 LUXURY,1,16,34,20,23,13,27,28,8,20,35,1,5,9,8,9,5,CADILLAC,XT5
1GYS4JKJ0KR198550,2019,CADILLAC ESCALADE ESV PREMIUM LUXURY,1,16,34,28,4,19,20,19,0,20,27,1,9,8,5,5,0,CADILLAC,ESCALADE
2T3ZFREV2HW357122,2017,TOYOTA RAV4 LE,2,29,3,35,15,27,14,31,2,17,32,3,5,7,1,2,2,TOYOTA,RAV4
1C4RJEBG0FC614792,2015,JEEP GRAND CHEROKEE LIMITED,1,12,4,27,19,14,11,16,0,15,12,6,1,4,7,9,2,JEEP,GRAND
1GKS2HKJ8KR204927,2019,GMC YUKON XL DENALI,1,16,20,28,2,17,20,19,8,20,27,2,0,4,9,2,7,GMC,YUKON
2C4RDGCG7HR857429,2017,DODGE GRAND CARAVAN SXT,2,12,4,27,13,16,12,16,7,17,27,8,5,7,4,2,9,DODGE,GRAND
2C3CDZC91GH270865,2016,DODGE CHALLENGER SRT HELLCAT,2,12,3,12,13,35,12,9,1,16,17,2,7,0,8,6,5,DODGE,CHALLENGER
1GNERHKW7KJ179976,2019,CHEVROLET TRAVERSE LT LEATHER,1,16,23,14,27,17,20,32,7,20,19,1,7,9,9,7,6,CHEVROLET,TRAVERSE
4JGDA5HB5FA496137,2015,MERCEDESBENZ ML 350 4MATIC,4,19,16,13,10,5,17,11,5,15,10,4,9,6,1,3,7,MERCEDESBENZ,ML
7FARW2H8XJE102991,2018,HONDA CRV EXL,7,15,10,27,32,2,17,8,33,19,14,1,0,2,9,9,1,HONDA,CRV
KMHCU4AE5EU775411,2014,HYUNDAI ACCENT GLS,20,22,17,12,30,4,10,14,5,14,30,7,7,5,4,1,1,HYUNDAI,ACCENT
1GKKNLLAXJZ234602,2018,GMC ACADIA SLE2,1,16,20,20,23,21,21,10,33,19,35,2,3,4,6,0,2,GMC,ACADIA
3MYDLBYV6HY190958,2017,TOYOTA YARIS IA BASE,3,22,34,13,21,11,34,31,6,17,34,1,9,0,9,5,8,TOYOTA,YARIS
JM3KFBBM1J0470954,2018,MAZDA CX5 SPORT,19,22,3,20,15,11,11,22,1,19,0,4,7,0,9,5,4,MAZDA,CX5
1GKS1BKC6GR444714,2016,GMC YUKON SLT,1,16,20,28,1,11,20,12,6,16,27,4,4,4,7,1,4,GMC,YUKON
4S4BSABC2K3255844,2019,SUBARU OUTBACK 25I,4,28,4,11,28,10,11,12,2,20,3,2,5,5,8,4,4,SUBARU,OUTBACK
5TDYZ3DC2KS985710,2019,TOYOTA SIENNA XLE,5,29,13,34,35,3,13,12,2,20,28,9,8,5,7,1,0,TOYOTA,SIENNA
1FT7X2AT4KED30020,2019,FORD F250 XL,1,15,29,7,33,2,10,29,4,20,14,13,3,0,0,2,0,FORD,F250
4T1B11HK6KU705782,2019,TOYOTA CAMRY SE,4,29,1,11,1,1,17,20,6,20,30,7,0,5,7,8,2,TOYOTA,CAMRY
3MZBN1V36JM211427,2018,MAZDA MAZDA3 TOURING,3,22,35,11,23,1,31,3,6,19,22,2,1,1,4,2,7,MAZDA,MAZDA3
5TDDZ3DC5KS216889,2019,TOYOTA SIENNA XLE PREMIUM,5,29,13,13,35,3,13,12,5,20,28,2,1,6,8,8,9,TOYOTA,SIENNA
3KPC24A30KE058126,2019,HYUNDAI ACCENT SE,3,20,25,12,2,4,10,3,0,20,14,0,5,8,1,2,6,HYUNDAI,ACCENT
KNDPNCAC4K7567381,2019,KIA SPORTAGE EX,20,23,13,25,23,12,10,12,4,20,7,5,6,7,3,8,1,KIA,SPORTAGE
WBA7F2C50KB239990,2019,BMW 750 I XDRIVE,32,11,10,7,15,2,12,5,0,20,11,2,3,9,9,9,0,BMW,750
1GKS1GKC7KR192476,2019,GMC YUKON XL SLT,1,16,20,28,1,16,20,12,7,20,27,1,9,2,4,7,6,GMC,YUKON
3GTU2NEC6JG586597,2018,GMC SIERRA 1500 SLT,3,16,29,30,2,23,14,12,6,19,16,5,8,6,5,9,7,GMC,SIERRA
5J8TC2H37KL021851,2019,ACURA RDX BASE,5,19,8,29,12,2,17,3,7,20,21,0,2,1,8,5,1,ACURA,RDX
3GNAXUEV8KL177372,2019,CHEVROLET EQUINOX LT,3,16,23,10,33,30,14,31,8,20,21,1,7,7,3,7,2,CHEVROLET,EQUINOX
KNMAT2MT7JP585499,2018,NISSAN ROGUE SV,20,23,22,10,29,2,22,29,7,19,25,5,8,5,4,9,9,NISSAN,ROGUE
2T3BFREV6JW851491,2018,TOYOTA RAV4 LE,2,29,3,11,15,27,14,31,6,19,32,8,5,1,4,9,1,TOYOTA,RAV4
2FMPK3G97KBB17960,2019,FORD EDGE SE,2,15,22,25,20,3,16,9,7,20,11,11,1,7,9,6,0,FORD,EDGE
1C6RR6GT5GS394052,2016,RAM 1500 BIG HORN,1,12,6,27,27,6,16,29,5,16,28,3,9,4,0,5,2,RAM,1500
4T1BB46K49U104592,2009,TOYOTA CAMRY HYBRID BASE,4,29,1,11,11,4,6,20,4,9,30,1,0,4,5,9,2,TOYOTA,CAMRY
1HGCR3F84EA018327,2014,HONDA ACCORD EXL,1,17,16,12,27,3,15,8,4,14,10,0,1,8,3,2,7,HONDA,ACCORD
1FM5K8F80FGA15038,2015,FORD EXPLORER LIMITED,1,15,22,5,20,8,15,8,0,15,16,10,1,5,0,3,8,FORD,EXPLORER
1C4PJMCS1GW103323,2016,JEEP CHEROKEE LATITUDE,1,12,4,25,19,22,12,28,1,16,32,1,0,3,3,2,3,JEEP,CHEROKEE
2FMPK4J94KBB03030,2019,FORD EDGE SEL,2,15,22,25,20,4,19,9,4,20,11,11,0,3,0,3,0,FORD,EDGE
3GTU2WEJ2FG390152,2015,GMC SIERRA 1500 DENALI,3,16,29,30,2,32,14,19,2,15,16,3,9,0,1,5,2,GMC,SIERRA
3MZBN1L30JM261517,2018,MAZDA MAZDA3 TOURING,3,22,35,11,23,1,21,3,0,19,22,2,6,1,5,1,7,MAZDA,MAZDA3
5J6RM4H45GL084765,2016,HONDA CRV SE,5,19,6,27,22,4,17,4,5,16,21,0,8,4,7,6,5,HONDA,CRV
4S4BSABC3K3249549,2019,SUBARU OUTBACK 25I,4,28,4,11,28,10,11,12,3,20,3,2,4,9,5,4,9,SUBARU,OUTBACK
JA4AP4AU7KU003346,2019,MITSUBISHI OUTLANDER SPORT SE,19,10,4,10,25,4,10,30,7,20,30,0,0,3,3,4,6,MITSUBISHI,OUTLANDER
1FMCU9J9XGUA58425,2016,FORD ESCAPE TITANIUM,1,15,22,12,30,9,19,9,33,16,30,10,5,8,4,2,5,FORD,ESCAPE
1C4BJWEG4CL181556,2012,JEEP WRANGLER UNLIMITED SAHARA,1,12,4,11,19,32,14,16,4,12,21,1,8,1,5,5,6,JEEP,WRANGLER
3GKALPEV0KL204350,2019,GMC TERRAIN SLT,3,16,20,10,21,25,14,31,0,20,21,2,0,4,3,5,0,GMC,TERRAIN
1C4RJFBG7KC619441,2019,JEEP GRAND CHEROKEE LIMITED,1,12,4,27,19,15,11,16,7,20,12,6,1,9,4,4,1,JEEP,GRAND
1C6RR6KG0FS592286,2015,RAM 1500 TRADESMAN,1,12,6,27,27,6,20,16,0,15,28,5,9,2,2,8,6,RAM,1500
1FTEW1EG0JKG00667,2018,FORD F150 XLT,1,15,29,14,32,1,14,16,0,19,20,16,0,0,6,6,7,FORD,F150
YV4952BL6C1122935,2012,VOLVO XC70 32,34,31,4,9,5,2,11,21,6,12,1,1,2,2,9,3,5,VOLVO,XC70
WAUFFGFF9F1133367,2015,AUDI S3 20T PREMIUM PLUS,32,10,30,15,15,16,15,15,9,15,1,1,3,3,3,6,7,AUDI,S3
3GYFNDE31DS507827,2013,CADILLAC SRX PERFORMANCE COLLECTION,3,16,34,15,23,13,14,3,1,13,28,5,0,7,8,2,7,CADILLAC,SRX
JTMRJREV1JD253450,2018,TOYOTA RAV4 HYBRID LE,19,29,22,27,19,27,14,31,1,19,13,2,5,3,4,5,0,TOYOTA,RAV4
5J8TC2H62KL020584,2019,ACURA RDX BASE,5,19,8,29,12,2,17,6,2,20,21,0,2,0,5,8,4,ACURA,RDX
JF2SKAJC7KH429353,2019,SUBARU FORESTER 25I TOURING,19,15,2,28,20,10,19,12,7,20,17,4,2,9,3,5,3,SUBARU,FORESTER
4S4BSABC6K3256026,2019,SUBARU OUTBACK 25I,4,28,4,11,28,10,11,12,6,20,3,2,5,6,0,2,6,SUBARU,OUTBACK
5TFSX5EN2KX064475,2019,TOYOTA TACOMA SR,5,29,15,28,33,5,14,23,2,20,33,0,6,4,4,7,5,TOYOTA,TACOMA
1G1BC5SM4H7133840,2017,CHEVROLET CRUZE LS,1,16,1,11,12,5,28,22,4,17,7,1,3,3,8,4,0,CHEVROLET,CRUZE
KNDCB3LC4K5233996,2019,KIA NIRO LX,20,23,13,12,11,3,21,12,4,20,5,2,3,3,9,9,6,KIA,NIRO
1GCVKREH8FZ307407,2015,CHEVROLET SILVERADO 1500 1LT,1,16,12,31,20,27,14,17,8,15,35,3,0,7,4,0,7,CHEVROLET,SILVERADO
SALCR2BG1HH640085,2017,LANDROVER DISCOVERY SPORT HSE,28,10,21,12,27,2,11,16,1,17,17,6,4,0,0,8,5,LANDROVER,DISCOVERY
JTEZU5JR7K5194761,2019,TOYOTA 4RUNNER SR5 PREMIUM,19,29,14,35,30,5,19,27,7,20,5,1,9,4,7,6,1,TOYOTA,4RUNNER
2T3BFREV2JW851715,2018,TOYOTA RAV4 LE,2,29,3,11,15,27,14,31,2,19,32,8,5,1,7,1,5,TOYOTA,RAV4
5YFBURHE3KP898524,2019,TOYOTA COROLLA SE,5,34,15,11,30,27,17,14,3,20,25,8,9,8,5,2,4,TOYOTA,COROLLA
1GKS2EEF1DR138536,2013,GMC YUKON DENALI,1,16,20,28,2,14,14,15,1,13,27,1,3,8,5,3,6,GMC,YUKON
1GNSKCE09ER168629,2014,CHEVROLET TAHOE LTZ,1,16,23,28,20,12,14,0,9,14,27,1,6,8,6,2,9,CHEVROLET,TAHOE
1GKS1KE01ER198461,2014,GMC YUKON SLT,1,16,20,28,1,20,14,0,1,14,27,1,9,8,4,6,1,GMC,YUKON
1HGCV1F34JA268925,2018,HONDA ACCORD SPORT,1,17,16,12,31,1,15,3,4,19,10,2,6,8,9,2,5,HONDA,ACCORD
55SWF8DB9KU291572,2019,MERCEDESBENZ C 300,5,5,28,32,15,8,13,11,9,20,30,2,9,1,5,7,2,MERCEDESBENZ,C
5LMCJ2D91KUL20544,2019,LINCOLN MKC SELECT,5,21,22,12,19,2,13,9,1,20,30,21,2,0,5,4,4,LINCOLN,MKC
1N4AL3AP8FN895957,2015,NISSAN ALTIMA 25 SL,1,23,4,10,21,3,10,25,8,15,23,8,9,5,9,5,7,NISSAN,ALTIMA
3KPC24A33KE058119,2019,HYUNDAI ACCENT SE,3,20,25,12,2,4,10,3,3,20,14,0,5,8,1,1,9,HYUNDAI,ACCENT
1C4RJFAG3KC579747,2019,JEEP GRAND CHEROKEE,1,12,4,27,19,15,10,16,3,20,12,5,7,9,7,4,7,JEEP,GRAND
KNAFX4A80E5152448,2014,KIA FORTE EX,20,23,10,15,33,4,10,8,0,14,5,1,5,2,4,4,8,KIA,FORTE
1C6RR7GG1JS307408,2018,RAM 1500 SLT,1,12,6,27,27,7,16,16,1,19,28,3,0,7,4,0,8,RAM,1500
1GCRYCEF4KZ176126,2019,CHEVROLET SILVERADO 1500 CUSTOM TRAIL BOSS,1,16,12,27,34,12,14,15,4,20,35,1,7,6,1,2,6,CHEVROLET,SILVERADO
1GYFZFR43KF118224,2019,CADILLAC XT4 AWD SPORT,1,16,34,15,35,15,27,4,3,20,15,1,1,8,2,2,4,CADILLAC,XT4
3C4PDCBB3HT528259,2017,DODGE JOURNEY SXT,3,12,4,25,13,12,11,11,3,17,29,5,2,8,2,5,9,DODGE,JOURNEY
1GNSKBKCXJR113805,2018,CHEVROLET TAHOE LT,1,16,23,28,20,11,20,12,33,19,27,1,1,3,8,0,5,CHEVROLET,TAHOE
1GYUKJEF0AR163978,2010,CADILLAC ESCALADE ESV PREMIUM,1,16,34,30,20,19,14,15,0,10,27,1,6,3,9,7,8,CADILLAC,ESCALADE
5NMSG73DX9H279305,2009,HYUNDAI SANTA FE GLS,5,23,22,28,16,7,3,13,33,9,17,2,7,9,3,0,5,HYUNDAI,SANTA
3FADP4BJ5JM139930,2018,FORD FIESTA SE,3,15,10,13,25,4,11,19,5,19,22,1,3,9,9,3,0,FORD,FIESTA
4S3GTAC67K3716570,2019,SUBARU IMPREZA 20I PREMIUM,4,28,3,16,29,10,12,6,7,20,3,7,1,6,5,7,0,SUBARU,IMPREZA
1G1PC5SB2F7137225,2015,CHEVROLET CRUZE 1LT,1,16,1,25,12,5,28,11,2,15,7,1,3,7,2,2,5,CHEVROLET,CRUZE
KM8J3CAL6KU843178,2019,HYUNDAI TUCSON SPORT,20,22,8,19,3,12,10,21,6,20,30,8,4,3,1,7,8,HYUNDAI,TUCSON
JM3KFBCM8J0471436,2018,MAZDA CX5 TOURING,19,22,3,20,15,11,12,22,8,19,0,4,7,1,4,3,6,MAZDA,CX5
JTMDFREV8FD148374,2015,TOYOTA RAV4 LIMITED,19,29,22,13,15,27,14,31,8,15,13,1,4,8,3,7,4,TOYOTA,RAV4
1G1Y12D73H5100538,2017,CHEVROLET CORVETTE GRAND SPORT COUPE,1,16,1,34,1,2,13,7,3,17,5,1,0,0,5,3,8,CHEVROLET,CORVETTE
1FMCU9J92KUA35360,2019,FORD ESCAPE TITANIUM,1,15,22,12,30,9,19,9,2,20,30,10,3,5,3,6,0,FORD,ESCAPE
1C6SRFFT5KN719227,2019,RAM 1500 BIG HORN,1,12,6,28,27,15,15,29,5,20,23,7,1,9,2,2,7,RAM,1500
3MZBN1V38JM260922,2018,MAZDA MAZDA3 TOURING,3,22,35,11,23,1,31,3,8,19,22,2,6,0,9,2,2,MAZDA,MAZDA3
5TFRX5GN4KX136837,2019,TOYOTA TACOMA SR,5,29,15,27,33,5,16,23,4,20,33,1,3,6,8,3,7,TOYOTA,TACOMA
2GNAXLEXXK6176577,2019,CHEVROLET EQUINOX 2LT,2,16,23,10,33,21,14,33,33,20,6,1,7,6,5,7,7,CHEVROLET,EQUINOX
KMHD35LE0DU063008,2013,HYUNDAI ELANTRA GT BASE,20,22,17,13,3,5,21,14,0,13,30,0,6,3,0,0,8,HYUNDAI,ELANTRA
1FM5K8DH7HGC02332,2017,FORD EXPLORER XLT,1,15,22,5,20,8,13,17,7,17,16,12,0,2,3,3,2,FORD,EXPLORER
1N4AL3AP4FC187779,2015,NISSAN ALTIMA 25 S,1,23,4,10,21,3,10,25,4,15,12,1,8,7,7,7,9,NISSAN,ALTIMA
JTEBU5JR9K5623884,2019,TOYOTA 4RUNNER LIMITED,19,29,14,11,30,5,19,27,9,20,5,6,2,3,8,8,4,TOYOTA,4RUNNER
5N1AT2MV9KC732573,2019,NISSAN ROGUE SV,5,23,1,10,29,2,22,31,9,20,12,7,3,2,5,7,3,NISSAN,ROGUE
1V2MR2CA3KC506414,2019,VOLKSWAGEN ATLAS 36L SEL,1,31,2,22,27,2,12,10,3,20,12,5,0,6,4,1,4,VOLKSWAGEN,ATLAS
1C4HJXDG1JW288349,2018,JEEP WRANGLER UNLIMITED SPORT S,1,12,4,17,19,33,13,16,1,19,32,2,8,8,3,4,9,JEEP,WRANGLER
2T1BURHEXKC191016,2019,TOYOTA COROLLA SE,2,29,1,11,30,27,17,14,33,20,12,1,9,1,0,1,6,TOYOTA,COROLLA
1C4HJXEG7KW527614,2019,JEEP WRANGLER SAHARA,1,12,4,17,19,33,14,16,7,20,32,5,2,7,6,1,4,JEEP,WRANGLER
3VW5T7AU1GM004697,2016,VOLKSWAGEN GOLF GTI 20T S 4DOOR,3,31,32,5,29,7,10,30,1,16,22,0,0,4,6,9,7,VOLKSWAGEN,GOLF
5NMS2CAD9KH055829,2019,HYUNDAI SANTA FE SE 24,5,23,22,28,2,12,10,13,9,20,17,0,5,5,8,2,9,HYUNDAI,SANTA
5FNRL6H75KB050724,2019,HONDA ODYSSEY EXL,5,15,23,27,21,6,17,7,5,20,11,0,5,0,7,2,4,HONDA,ODYSSEY
3N1CP5CU2JL542776,2018,NISSAN KICKS SV,3,23,1,12,25,5,12,30,2,19,21,5,4,2,7,7,6,NISSAN,KICKS
4S4BSAFC7K3238869,2019,SUBARU OUTBACK 25I,4,28,4,11,28,10,15,12,7,20,3,2,3,8,8,6,9,SUBARU,OUTBACK
WVWRP7AN1EE514570,2014,VOLKSWAGEN CC 20T EXECUTIVE,32,31,32,27,25,7,10,23,1,14,14,5,1,4,5,7,0,VOLKSWAGEN,CC
KMHC65LC0KU111007,2019,HYUNDAI IONIQ HYBRID BLUE,20,22,17,12,6,5,21,12,0,20,30,1,1,1,0,0,7,HYUNDAI,IONIQ
1N6AA1E65JN549747,2018,NISSAN TITAN SL,1,23,6,10,10,1,14,6,5,19,23,5,4,9,7,4,7,NISSAN,TITAN
1GTV2VEC1FZ325566,2015,GMC SIERRA 1500 SLT,1,16,29,31,2,31,14,12,1,15,35,3,2,5,5,6,6,GMC,SIERRA
WBAXH5C52DDW15902,2013,BMW 528 I XDRIVE,32,11,10,33,17,5,12,5,2,13,13,32,1,5,9,0,2,BMW,528
5FNRL5H64GB034622,2016,HONDA ODYSSEY EXL,5,15,23,27,21,5,17,6,4,16,11,0,3,4,6,2,2,HONDA,ODYSSEY
3VWLL7AJ5EM279290,2014,VOLKSWAGEN JETTA TDI VALUE EDITION,3,31,32,21,21,7,10,19,5,14,22,2,7,9,2,9,0,VOLKSWAGEN,JETTA
JM3KFBBM4J0469488,2018,MAZDA CX5 SPORT,19,22,3,20,15,11,11,22,4,19,0,4,6,9,4,8,8,MAZDA,CX5
1FADP3F28GL339739,2016,FORD FOCUS SE,1,15,10,13,25,3,15,2,8,16,21,3,3,9,7,3,9,FORD,FOCUS
19UUB3F54FA004508,2015,ACURA TLX V6 TECH,1,9,30,30,11,3,15,5,4,15,10,0,0,4,5,0,8,ACURA,TLX
3D7JV1EP0AG111992,2010,DODGE RAM 1500 SLT,3,13,7,19,31,1,14,25,0,10,16,1,1,1,9,9,2,DODGE,RAM
JTJJM7FX5K5214295,2019,LEXUS GX 460 LUXURY,19,29,19,19,22,7,15,33,5,20,5,2,1,4,2,9,5,LEXUS,GX
1FTEW1E50JKF73663,2018,FORD F150 XLT,1,15,29,14,32,1,14,5,0,19,20,15,7,3,6,6,3,FORD,F150
5NPE34AF7KH746233,2019,HYUNDAI SONATA SEL,5,23,25,14,3,4,10,15,7,20,17,7,4,6,2,3,3,HYUNDAI,SONATA
1G1ZB5ST4KF124562,2019,CHEVROLET MALIBU LS,1,16,1,35,11,5,28,29,4,20,15,1,2,4,5,6,2,CHEVROLET,MALIBU
1B3CC5FB1AN164891,2010,DODGE AVENGER RT,1,11,3,12,12,5,15,11,1,10,23,1,6,4,8,9,1,DODGE,AVENGER
JF2GPAGC9D2901038,2013,SUBARU XV CROSSTREK 20I LIMITED,19,15,2,16,25,10,16,12,9,13,2,9,0,1,0,3,8,SUBARU,XV
KNMAT2MT6HP573841,2017,NISSAN ROGUE S,20,23,22,10,29,2,22,29,6,17,25,5,7,3,8,4,1,NISSAN,ROGUE
1GYS4KKJ1KR196294,2019,CADILLAC ESCALADE ESV PLATINUM,1,16,34,28,4,20,20,19,1,20,27,1,9,6,2,9,4,CADILLAC,ESCALADE
WBA3C3G5XFNS73706,2015,BMW 320 I XDRIVE,32,11,10,3,12,3,16,5,33,15,23,28,7,3,7,0,6,BMW,320
1GC0KUEG0GZ105876,2016,CHEVROLET SILVERADO 2500 WT,1,16,12,0,20,30,14,16,0,16,35,1,0,5,8,7,6,CHEVROLET,SILVERADO
5TDDZ3DC9KS218094,2019,TOYOTA SIENNA XLE,5,29,13,13,35,3,13,12,9,20,28,2,1,8,0,9,4,TOYOTA,SIENNA
1FM5K8D81KGA45887,2019,FORD EXPLORER XLT,1,15,22,5,20,8,13,8,1,20,16,10,4,5,8,8,7,FORD,EXPLORER
1N4AL3AP0GC181074,2016,NISSAN ALTIMA 25 SR,1,23,4,10,21,3,10,25,0,16,12,1,8,1,0,7,4,NISSAN,ALTIMA
JN8AT2MV8KW377645,2019,NISSAN ROGUE SV,19,23,8,10,29,2,22,31,8,20,32,3,7,7,6,4,5,NISSAN,ROGUE
KMHD74LF9KU752520,2019,HYUNDAI ELANTRA SE,20,22,17,13,7,4,21,15,9,20,30,7,5,2,5,2,0,HYUNDAI,ELANTRA
1GKKNXLS1JZ101615,2018,GMC ACADIA DENALI,1,16,20,20,23,33,21,28,1,19,35,1,0,1,6,1,5,GMC,ACADIA
JM3KFBDM0J0470912,2018,MAZDA CX5 GRAND TOURING,19,22,3,20,15,11,13,22,0,19,0,4,7,0,9,1,2,MAZDA,CX5
1C4RJFAG8KC579744,2019,JEEP GRAND CHEROKEE,1,12,4,27,19,15,10,16,8,20,12,5,7,9,7,4,4,JEEP,GRAND
1FTFW1ET7DKG41884,2013,FORD F150 XLT,1,15,29,15,32,1,14,29,7,13,20,16,4,1,8,8,4,FORD,F150
3GTU2NEC9JG580731,2018,GMC SIERRA 1500 SLT,3,16,29,30,2,23,14,12,9,19,16,5,8,0,7,3,1,GMC,SIERRA
1C4AJWAG2DL538302,2013,JEEP WRANGLER SPORT,1,12,4,10,19,32,10,16,2,13,21,5,3,8,3,0,2,JEEP,WRANGLER
JTDKBRFU9J3078178,2018,TOYOTA PRIUS TWO,19,29,13,20,11,27,15,30,9,19,3,0,7,8,1,7,8,TOYOTA,PRIUS
WA1LAAF77JD019217,2018,AUDI Q7 30T PREMIUM PLUS,32,10,1,21,10,10,15,7,7,19,13,0,1,9,2,1,7,AUDI,Q7
1C4PJMCB6HW529512,2017,JEEP CHEROKEE LATITUDE,1,12,4,25,19,22,12,11,6,17,32,5,2,9,5,1,2,JEEP,CHEROKEE
4T1B11HK3KU679173,2019,TOYOTA CAMRY SE,4,29,1,11,1,1,17,20,3,20,30,6,7,9,1,7,3,TOYOTA,CAMRY
2HGFC2F55GH538085,2016,HONDA CIVIC LX,2,17,16,15,12,2,15,5,5,16,17,5,3,8,0,8,5,HONDA,CIVIC
KNDJP3A52E7056466,2014,KIA SOUL ,20,23,13,19,25,3,10,5,2,14,7,0,5,6,4,6,6,KIA,SOUL
1C4RJFLG9KC555370,2019,JEEP GRAND CHEROKEE TRAILHAWK,1,12,4,27,19,15,21,16,9,20,12,5,5,5,3,7,0,JEEP,GRAND
ZACCJABB1JPJ33504,2018,JEEP RENEGADE LATITUDE,35,10,12,12,19,10,11,11,1,19,25,19,3,3,5,0,4,JEEP,RENEGADE
1GKKNULS3KZ169804,2019,GMC ACADIA SLT1,1,16,20,20,23,30,21,28,3,20,35,1,6,9,8,0,4,GMC,ACADIA
JF2SKACC6KH427994,2019,SUBARU FORESTER 25I TOURING,19,15,2,28,20,10,12,12,6,20,17,4,2,7,9,9,4,SUBARU,FORESTER
1C4PJMLX9KD359970,2019,JEEP CHEROKEE LATITUDE PLUS,1,12,4,25,19,22,21,33,9,20,13,3,5,9,9,7,0,JEEP,CHEROKEE
3GNCJNSBXGL158372,2016,CHEVROLET TRAX LS,3,16,23,12,19,23,28,11,33,16,21,1,5,8,3,7,2,CHEVROLET,TRAX
1FM5K8DH7KGA52679,2019,FORD EXPLORER XLT,1,15,22,5,20,8,13,17,7,20,16,10,5,2,6,7,9,FORD,EXPLORER
3GCUKSEC1JG505469,2018,CHEVROLET SILVERADO 1500 LTZ,3,16,12,30,20,28,14,12,1,19,16,5,0,5,4,6,9,CHEVROLET,SILVERADO
3N1AB7AP5KY249926,2019,NISSAN SENTRA S,3,23,1,10,11,7,10,25,5,20,34,2,4,9,9,2,6,NISSAN,SENTRA
WBA7F2C58KB240269,2019,BMW 750 I XDRIVE,32,11,10,7,15,2,12,5,8,20,11,2,4,0,2,6,9,BMW,750
3KPC24A33KE058539,2019,HYUNDAI ACCENT SEL,3,20,25,12,2,4,10,3,3,20,14,0,5,8,5,3,9,HYUNDAI,ACCENT
1GNERHKWXKJ177381,2019,CHEVROLET TRAVERSE LT LEATHER,1,16,23,14,27,17,20,32,33,20,19,1,7,7,3,8,1,CHEVROLET,TRAVERSE
1GC1KWEY3JF109289,2018,CHEVROLET SILVERADO 2500 4WD STANDARD BOX CREW CAB,1,16,12,1,20,32,14,34,3,19,15,1,0,9,2,8,9,CHEVROLET,SILVERADO
3GNAXKEV3KS541613,2019,CHEVROLET EQUINOX LT,3,16,23,10,33,20,14,31,3,20,28,5,4,1,6,1,3,CHEVROLET,EQUINOX
1GTG5BEA6K1160152,2019,GMC CANYON BASE,1,16,29,16,5,11,14,10,6,20,1,1,6,0,1,5,2,GMC,CANYON
3LN6L5B99HR630584,2017,LINCOLN MKZ PREMIERE,3,21,23,6,21,5,11,9,9,17,27,6,3,0,5,8,4,LINCOLN,MKZ
JF1VA1C68K9812983,2019,SUBARU WRX PREMIUM,19,15,1,31,10,1,12,6,8,20,9,8,1,2,9,8,3,SUBARU,WRX
WD4PG2EE4K3513706,2019,MERCEDESBENZ METRIS BASE,32,13,4,25,16,2,14,14,4,20,3,5,1,3,7,0,6,MERCEDESBENZ,METRIS
1G4GF5G31EF179059,2014,BUICK LACROSSE PREMIUM 2,1,16,4,16,15,5,16,3,1,14,15,1,7,9,0,5,9,BUICK,LACROSSE
WMWWG9C50K3E41002,2019,MINI CONVERTIBLE COOPER S,32,22,32,32,16,9,12,5,0,20,3,14,4,1,0,0,2,MINI,CONVERTIBLE
1FMCU0F79KUA19966,2019,FORD ESCAPE S,1,15,22,12,30,0,15,7,9,20,30,10,1,9,9,6,6,FORD,ESCAPE
1FM5K8F86JGB67639,2018,FORD EXPLORER LIMITED,1,15,22,5,20,8,15,8,6,19,16,11,6,7,6,3,9,FORD,EXPLORER
KM8K12AA2KU223351,2019,HYUNDAI KONA SE,20,22,8,20,1,2,10,10,2,20,30,2,2,3,3,5,1,HYUNDAI,KONA
2FMPK4K95KBB27741,2019,FORD EDGE TITANIUM,2,15,22,25,20,4,20,9,5,20,11,11,2,7,7,4,1,FORD,EDGE
